Generator;ModelName;PercentageOfOldTsKept;TSSize;TSTime;Strength;Ordering
ACTS;MCA_0;0;230;52.0;2;
PICT;MCA_0;0;230;134.0;2;
ACTS;MCA_0;0;230;19.0;2;
pMEDICI+;MCA_0;0;230;195.0;2;AS_DECLARED
pMEDICI;MCA_0;0;556;473.0;2;AS_DECLARED
pMEDICI+;MCA_0;0;230;135.0;2;IN_ORDER_SIZE_DESC
pMEDICI;MCA_0;0;540;396.0;2;IN_ORDER_SIZE_DESC
pMEDICI+;MCA_0;0;230;120.0;2;IN_ORDER_SIZE_ASC
pMEDICI;MCA_0;0;614;427.0;2;IN_ORDER_SIZE_ASC
pMEDICI+;MCA_0;0;230;127.0;2;RANDOM
pMEDICI;MCA_0;0;589;420.0;2;RANDOM
PICT;MCA_0;10;241;67.0;2;
ACTS;MCA_0;10;230;7.0;2;
pMEDICI+;MCA_0;10;246;127.0;2;AS_DECLARED
pMEDICI;MCA_0;10;531;356.0;2;AS_DECLARED
pMEDICI+;MCA_0;10;245;125.0;2;IN_ORDER_SIZE_DESC
pMEDICI;MCA_0;10;524;377.0;2;IN_ORDER_SIZE_DESC
pMEDICI+;MCA_0;10;267;128.0;2;IN_ORDER_SIZE_ASC
pMEDICI;MCA_0;10;586;358.0;2;IN_ORDER_SIZE_ASC
pMEDICI+;MCA_0;10;250;127.0;2;RANDOM
pMEDICI;MCA_0;10;531;352.0;2;RANDOM
PICT;MCA_0;20;254;69.0;2;
ACTS;MCA_0;20;230;6.0;2;
pMEDICI+;MCA_0;20;282;124.0;2;AS_DECLARED
pMEDICI;MCA_0;20;496;319.0;2;AS_DECLARED
pMEDICI+;MCA_0;20;276;133.0;2;IN_ORDER_SIZE_DESC
pMEDICI;MCA_0;20;471;343.0;2;IN_ORDER_SIZE_DESC
pMEDICI+;MCA_0;20;320;130.0;2;IN_ORDER_SIZE_ASC
pMEDICI;MCA_0;20;539;340.0;2;IN_ORDER_SIZE_ASC
pMEDICI+;MCA_0;20;300;130.0;2;RANDOM
pMEDICI;MCA_0;20;491;311.0;2;RANDOM
PICT;MCA_0;30;260;75.0;2;
ACTS;MCA_0;30;230;6.0;2;
pMEDICI+;MCA_0;30;311;136.0;2;AS_DECLARED
pMEDICI;MCA_0;30;441;288.0;2;AS_DECLARED
pMEDICI+;MCA_0;30;291;142.0;2;IN_ORDER_SIZE_DESC
pMEDICI;MCA_0;30;428;327.0;2;IN_ORDER_SIZE_DESC
pMEDICI+;MCA_0;30;355;137.0;2;IN_ORDER_SIZE_ASC
pMEDICI;MCA_0;30;497;314.0;2;IN_ORDER_SIZE_ASC
pMEDICI+;MCA_0;30;332;139.0;2;RANDOM
pMEDICI;MCA_0;30;452;314.0;2;RANDOM
PICT;MCA_0;40;259;72.0;2;
ACTS;MCA_0;40;230;5.0;2;
pMEDICI+;MCA_0;40;320;142.0;2;AS_DECLARED
pMEDICI;MCA_0;40;404;273.0;2;AS_DECLARED
pMEDICI+;MCA_0;40;304;152.0;2;IN_ORDER_SIZE_DESC
pMEDICI;MCA_0;40;381;295.0;2;IN_ORDER_SIZE_DESC
pMEDICI+;MCA_0;40;364;132.0;2;IN_ORDER_SIZE_ASC
pMEDICI;MCA_0;40;457;302.0;2;IN_ORDER_SIZE_ASC
pMEDICI+;MCA_0;40;358;147.0;2;RANDOM
pMEDICI;MCA_0;40;413;275.0;2;RANDOM
PICT;MCA_0;50;256;74.0;2;
ACTS;MCA_0;50;230;5.0;2;
pMEDICI+;MCA_0;50;334;152.0;2;AS_DECLARED
pMEDICI;MCA_0;50;373;253.0;2;AS_DECLARED
pMEDICI+;MCA_0;50;306;169.0;2;IN_ORDER_SIZE_DESC
pMEDICI;MCA_0;50;346;284.0;2;IN_ORDER_SIZE_DESC
pMEDICI+;MCA_0;50;368;139.0;2;IN_ORDER_SIZE_ASC
pMEDICI;MCA_0;50;414;255.0;2;IN_ORDER_SIZE_ASC
pMEDICI+;MCA_0;50;310;162.0;2;RANDOM
pMEDICI;MCA_0;50;390;259.0;2;RANDOM
PICT;MCA_0;60;259;78.0;2;
ACTS;MCA_0;60;230;4.0;2;
pMEDICI+;MCA_0;60;332;156.0;2;AS_DECLARED
pMEDICI;MCA_0;60;347;239.0;2;AS_DECLARED
pMEDICI+;MCA_0;60;315;179.0;2;IN_ORDER_SIZE_DESC
pMEDICI;MCA_0;60;325;264.0;2;IN_ORDER_SIZE_DESC
pMEDICI+;MCA_0;60;384;139.0;2;IN_ORDER_SIZE_ASC
